# Selected edges (lines)
67.00 41.00
66.00 48.00

67.00 41.00
64.00 40.00

82.00 42.00
75.00 44.00

82.00 42.00
83.00 36.00

13.00 59.00
20.00 50.00

13.00 59.00
8.00 50.00

22.00 41.00
20.00 50.00

22.00 41.00
12.00 37.00

36.00 44.00
36.00 48.00

36.00 44.00
42.00 55.00

75.00 44.00
68.00 53.00

18.00 5.00
17.00 9.00

18.00 5.00
21.00 6.00

97.00 63.00
99.00 60.00

97.00 63.00
96.00 71.00

93.00 49.00
99.00 60.00

93.00 49.00
90.00 44.00

68.00 53.00
66.00 48.00

10.00 34.00
2.00 21.00

10.00 34.00
12.00 37.00

28.00 80.00
42.00 77.00

28.00 80.00
26.00 76.00

70.00 5.00
75.00 7.00

70.00 5.00
70.00 2.00

42.00 77.00
58.00 84.00

34.00 8.00
40.00 6.00

34.00 8.00
23.00 12.00

17.00 15.00
17.00 9.00

17.00 15.00
20.00 16.00

1.00 81.00
5.00 80.00

1.00 81.00
4.00 83.00

25.00 22.00
32.00 25.00

25.00 22.00
20.00 16.00

22.00 61.00
25.00 66.00

22.00 61.00
32.00 56.00

56.00 35.00
52.00 37.00

56.00 35.00
64.00 40.00

52.00 52.00
51.00 61.00

52.00 52.00
42.00 55.00

98.00 44.00
100.00 35.00

98.00 44.00
90.00 44.00

1.00 48.00
8.00 50.00

1.00 48.00
4.00 60.00

55.00 20.00
52.00 37.00

55.00 20.00
61.00 11.00

1.00 64.00
2.00 70.00

1.00 64.00
4.00 60.00

5.00 80.00
6.00 77.00

96.00 26.00
99.00 28.00

96.00 26.00
92.00 25.00

84.00 89.00
81.00 82.00

84.00 89.00
93.00 100.00

2.00 70.00
1.00 74.00

96.00 71.00
99.00 72.00

36.00 48.00
32.00 56.00

51.00 61.00
47.00 61.00

21.00 24.00
23.00 28.00

21.00 24.00
8.00 21.00

21.00 86.00
23.00 85.00

21.00 86.00
13.00 89.00

23.00 28.00
32.00 25.00

73.00 74.00
72.00 64.00

73.00 74.00
82.00 70.00

79.00 22.00
85.00 24.00

79.00 22.00
74.00 26.00

70.00 31.00
69.00 24.00

70.00 31.00
74.00 31.00

69.00 24.00
74.00 26.00

2.00 21.00
8.00 21.00

40.00 6.00
50.00 6.00

100.00 35.00
99.00 28.00

83.00 36.00
81.00 37.00

23.00 85.00
31.00 90.00

57.00 70.00
61.00 64.00

57.00 70.00
50.00 69.00

7.00 92.00
13.00 89.00

7.00 92.00
4.00 83.00

85.00 24.00
91.00 23.00

75.00 7.00
74.00 10.00

51.00 99.00
50.00 92.00

51.00 99.00
59.00 100.00

81.00 82.00
82.00 70.00

25.00 66.00
26.00 76.00

61.00 64.00
72.00 64.00

23.00 12.00
21.00 6.00

50.00 6.00
70.00 2.00

99.00 72.00
93.00 100.00

47.00 61.00
45.00 62.00

50.00 92.00
40.00 94.00

74.00 31.00
81.00 37.00

61.00 93.00
65.00 99.00

61.00 93.00
58.00 84.00

45.00 62.00
45.00 68.00

61.00 11.00
74.00 10.00

50.00 69.00
45.00 68.00

60.00 99.00
65.00 99.00

60.00 99.00
59.00 100.00

92.00 25.00
91.00 23.00

1.00 74.00
6.00 77.00

31.00 90.00
40.00 94.00



# Node coordinates (points)
67.00 41.00
82.00 42.00
13.00 59.00
22.00 41.00
36.00 44.00
75.00 44.00
18.00 5.00
97.00 63.00
93.00 49.00
99.00 60.00
68.00 53.00
10.00 34.00
28.00 80.00
70.00 5.00
42.00 77.00
34.00 8.00
17.00 15.00
1.00 81.00
25.00 22.00
22.00 61.00
66.00 48.00
56.00 35.00
52.00 52.00
98.00 44.00
1.00 48.00
55.00 20.00
1.00 64.00
5.00 80.00
96.00 26.00
84.00 89.00
2.00 70.00
96.00 71.00
36.00 48.00
51.00 61.00
21.00 24.00
21.00 86.00
23.00 28.00
73.00 74.00
79.00 22.00
70.00 31.00
69.00 24.00
2.00 21.00
40.00 6.00
100.00 35.00
83.00 36.00
23.00 85.00
57.00 70.00
7.00 92.00
17.00 9.00
52.00 37.00
85.00 24.00
75.00 7.00
51.00 99.00
81.00 82.00
20.00 50.00
64.00 40.00
25.00 66.00
61.00 64.00
23.00 12.00
50.00 6.00
99.00 72.00
42.00 55.00
93.00 100.00
47.00 61.00
8.00 50.00
50.00 92.00
26.00 76.00
99.00 28.00
74.00 31.00
61.00 93.00
32.00 25.00
32.00 56.00
90.00 44.00
72.00 64.00
8.00 21.00
21.00 6.00
45.00 62.00
13.00 89.00
61.00 11.00
50.00 69.00
60.00 99.00
12.00 37.00
74.00 10.00
65.00 99.00
92.00 25.00
91.00 23.00
1.00 74.00
31.00 90.00
70.00 2.00
6.00 77.00
74.00 26.00
82.00 70.00
40.00 94.00
59.00 100.00
4.00 60.00
20.00 16.00
58.00 84.00
4.00 83.00
45.00 68.00
81.00 37.00
