71.000000 9318.350563
59.000000 9922.284614
82.000000 9706.341317
48.000000 8933.724146
46.000000 9068.039339
52.000000 8810.621695
35.000000 9501.040317
73.000000 9493.270754
10.000000 9230.691273
354.209067 7478.028670
21.000000 7934.703882
55.000000 8041.767542
62.000000 7450.713891
94.000000 7321.485159
77.000000 6632.269270
56.000000 6069.688763
6.000000 5215.633798
67.000000 4009.443942
89.000000 3916.902306
17.000000 2428.867706
44.000000 2046.550863
12.000000 1578.071286
14.000000 200.230489
88.000000 1088.088020
2.000000 1260.753391
34.000000 1349.024117
45.000000 2400.623724
90.000000 2762.346721
66.000000 3524.583473
76.000000 2322.615386
100.000000 2261.066252
24.000000 2158.249590
29.000000 630.958383
49.000000 782.321417
79.000000 860.558479
25.000000 392.803434
91.000000 996.400635
42.000000 1659.741663
13.000000 1803.722657
81.000000 2444.127357
8.000000 2810.594124
36.000000 2960.316177
22.000000 3540.486797
38.000000 4165.012806
5.000000 4525.758459
26.000000 5242.871901
63.000000 4319.534183
18.000000 3831.883312
9.000000 3686.635417
32.000000 3074.578737
70.000000 1254.684758
27.000000 723.287994
68.000000 540.575777
69.000000 2043.286107
41.000000 2182.569053
15.000000 1975.513693
61.000000 3488.929352
16.000000 3303.371297
1.000000 3943.829268
19.000000 5886.401332
31.000000 7209.523431
23.000000 8196.951527
11.000000 8509.197868
3.000000 9161.950680
97.000000 9350.039866
99.000000 9201.282537
8332.385420 9253.765512
58.000000 9190.264740
8732.713428 8310.375408
39.000000 7326.544117
54.000000 6289.099313
28.000000 7984.400335
96.000000 8586.763259
75.000000 9109.720308
20.000000 9674.051385
78.000000 9727.750239
92.000000 8776.137782
93.000000 8391.122347
60.000000 8196.772802
74.000000 7604.752284
51.000000 7699.138363
7.000000 7572.938324
53.000000 7555.808354
4.000000 7597.348419
43.000000 7172.969294
87.000000 6677.237608
86.000000 6288.709248
33.000000 5524.850225
84.000000 5134.009102
72.000000 5397.603407
85.000000 5539.699558
37.000000 6866.699083
95.000000 7385.343149
30.000000 7713.576978
83.000000 7682.295948
98.000000 7602.487364
50.000000 8147.668963
57.000000 8915.294520
80.000000 8800.752363
47.000000 9239.697889
71.000000 9318.350563
